name,label,isSeed,seedRank,linksSeed,publishedAtUnix,publishedAtSQL,channelTitle,channelId,videoCategoryLabel,defaultLanguage,defaultAudioLanguage,viewCount,likeCount,dislikeCount,dislikeLikeRatio,favoriteCount,commentCount,thumb,language
GCWBDwkhGN0,Arsenic and Old Lace (1944) Official Trailer - Cary Grant  Peter Lorre Movie HD,yes,35,no,1349467601,2012-10-05 20:10:41,Rotten Tomatoes Classic Trailers,UCTCjFFoX1un-j7ni4B6HJ3Q,Film & Animation,,en,189216,927,,,0,60,https://i.ytimg.com/vi/GCWBDwkhGN0/mqdefault.jpg,PH
73RmT-vswyk,Arsenic poisoning | Toxicology | Forensics | UGC NET forensic science,yes,36,yes,1603379756,2020-10-22 15:10:56,Forensic Science Hub,UCsu5sA7wHYD1tcKsHSQoHVw,Education,,en-IN,13776,269,,,0,15,https://i.ytimg.com/vi/73RmT-vswyk/mqdefault.jpg,PH
ZgayRvfg7cA,ARSENIC ALBUM #HHF#HOMEOPATHY..UNDERSTAND THE MIND BODY SOUL AXIS...EXPLORE THE CADAVER OF ARSENIC !,yes,37,no,1688044725,2023-06-29 13:06:45,Dr. Mayur Mahajan,UC4LxagxDtPXCCE1o69xVzMA,People & Blogs,,,4903,498,,,0,129,https://i.ytimg.com/vi/ZgayRvfg7cA/mqdefault.jpg,PH
gKfjHTk8KrY,History’s deadliest colors - J. V. Maranto,yes,38,no,1495465367,2017-05-22 15:05:47,TED-Ed,UCsooa4yRKGN_zEE8iknghZA,Education,en,en,7862031,138537,,,0,6760,https://i.ytimg.com/vi/gKfjHTk8KrY/mqdefault.jpg,PH
jb9YvoF7ekk,Arsenic & Old Lace * FIRST TIME WATCHING * reaction & commentary,yes,39,no,1683900032,2023-05-12 14:05:32,Ashleigh Burton,UC4RsZQih4mANoSKvpuBekAQ,Entertainment,,en-US,51167,4761,,,0,1472,https://i.ytimg.com/vi/jb9YvoF7ekk/mqdefault.jpg,PH
N3zLaDDEQ0E,Heavy metals like arsenic and lead found in 45 packaged fruit juices  report finds,yes,40,no,1548856766,2019-01-30 13:01:26,CBS Mornings,UC-SJ6nODDmufqBzPBwCvYvQ,News & Politics,,,369678,5058,,,0,1693,https://i.ytimg.com/vi/N3zLaDDEQ0E/mqdefault.jpg,PH
DwzmSNXfhHI,ARSENIC In Rice?! #shorts,yes,41,yes,1648993789,2022-04-03 13:04:49,FlavCity with Bobby Parrish,UCnq1w-56tAvMdDup-CL6Vtg,Howto & Style,en,en,611318,27736,,,0,1074,https://i.ytimg.com/vi/DwzmSNXfhHI/mqdefault.jpg,PH
jHhQauqOzKQ,Arsenic Poisoning,yes,42,yes,1627140992,2021-07-24 15:07:32,PROFESSIONAL MEDICAL GURU,UCVSAd7uyGKWQSTnnUEZjiRQ,Science & Technology,,,24165,270,,,0,38,https://i.ytimg.com/vi/jHhQauqOzKQ/mqdefault.jpg,PH
HbBrozOWySE,Making Triphenylarsine with Arsenic Metal,yes,43,no,1667127610,2022-10-30 11:10:10,Chemiolis,UCoDmZirW1o9XSKSRM6YJ1rQ,Science & Technology,en-US,en-US,29079,1183,,,0,133,https://i.ytimg.com/vi/HbBrozOWySE/mqdefault.jpg,PH
Z51mQPqqOuo,Poison Books?! Arsenic Green! | Bite Sized Book History,yes,44,no,1674565231,2023-01-24 13:01:31,Book Historia,UCtNISxDL3_3VuLVk6sFinJg,Gaming,,en-US,1512,116,,,0,12,https://i.ytimg.com/vi/Z51mQPqqOuo/mqdefault.jpg,PH
wFjuVqSHwi4,Arsenic in rice?,yes,45,no,1669728692,2022-11-29 13:11:32,TRUE FOOD TV,UCOaof-3dr6b7dFIxNP_1Wlw,Education,en,en,23840,1274,,,0,155,https://i.ytimg.com/vi/wFjuVqSHwi4/mqdefault.jpg,PH
F1kViEqkN6o,Arsenic,yes,46,no,1670368597,2022-12-06 23:12:37,Mikkerj - Topic,UCdE82r1-KI709M73QliCYOA,Music,,,4675,186,,,0,7,https://i.ytimg.com/vi/F1kViEqkN6o/mqdefault.jpg,PH
INSjAzKaY4c,ARSENIC In BABY FOOD - What The Hell Is Going On?!,yes,47,no,1624986006,2021-06-29 17:06:06,Russell Brand,UCswH8ovgUp5Bdg-0_JTYFNw,Education,,en-GB,278610,22613,,,0,5504,https://i.ytimg.com/vi/INSjAzKaY4c/mqdefault.jpg,PH
U433Cc2nmVk,Arsenic Contamination in India | Yokkaichi-minamata-Itai-Itai disease | News Simplified | ForumIAS,yes,48,yes,1632734048,2021-09-27 09:09:08,ForumIAS Official,UCzuYmh_kQUpJpguQCwLKoPg,Education,,en,10550,336,,,0,6,https://i.ytimg.com/vi/U433Cc2nmVk/mqdefault.jpg,PH
mTyQYJGr_tI,Arsenic - Foge Comigo (Clipe Oficial HD),yes,49,no,1365574189,2013-04-10 06:04:49,Arsenic,UChuHLT3fqgAQTIYbN6nzXXw,Entertainment,,,481715,1424,,,0,119,https://i.ytimg.com/vi/mTyQYJGr_tI/mqdefault.jpg,PH
Cki3FEK4et8,Where Does the Arsenic in Chicken Come From?,yes,50,no,1500293143,2017-07-17 12:07:43,NutritionFacts.org,UCddn8dUxYdgJz3Qr5mjADtA,Science & Technology,,en,50467,1303,,,0,138,https://i.ytimg.com/vi/Cki3FEK4et8/mqdefault.jpg,PH
