name,label,isSeed,seedRank,linksSeed,publishedAtUnix,publishedAtSQL,channelTitle,channelId,videoCategoryLabel,defaultLanguage,defaultAudioLanguage,viewCount,likeCount,dislikeCount,dislikeLikeRatio,favoriteCount,commentCount,thumb,language
XXFjxzB46Dw,CHE Webinar: Regrettable Replacements: The Next Generation of Endocrine Disrupting Chemicals,yes,20,yes,1508896662,2017-10-25 01:10:42,Collaborative for Health & Environment,UCdY7qeUM25ENUzgjWp5zDDQ,People & Blogs,,,437,6,,,0,1,https://i.ytimg.com/vi/XXFjxzB46Dw/mqdefault.jpg,EN
uhhjXe93uYg,Endocrine Disrupting Chemicals,yes,21,yes,1638396220,2021-12-01 22:12:40,ohcowclinics,UCV3dflYHTdKVKjr-1N0tgqQ,Nonprofits & Activism,,en-CA,90,1,,,0,0,https://i.ytimg.com/vi/uhhjXe93uYg/mqdefault.jpg,EN
8TZTZ9TB3QE,Endocrine Disrupting Chemicals in the Etiology of DM,yes,22,no,1570875301,2019-10-12 10:10:01,MedBuzz Official,UCuT-YfK-h8R5x3-xf4PmXUA,People & Blogs,,,1728,76,,,0,0,https://i.ytimg.com/vi/8TZTZ9TB3QE/mqdefault.jpg,EN
gz--lB0dhhc,Endocrine-Disrupting Chemicals are Contributing to Decreasing Sperm Counts,yes,23,yes,1614964757,2021-03-05 17:03:17,Mount Sinai Health System,UC4ZyUot7ROY6H1kV8_J__kQ,Education,,en,5359,177,,,0,,https://i.ytimg.com/vi/gz--lB0dhhc/mqdefault.jpg,EN
UCD-IL8ZgyQ,Hormone Disruptors and Estrogenics,yes,24,yes,1666803631,2022-10-26 17:10:31,Hormone Specialist,UCXd4qZXoQwe25oSoNxPYVnw,People & Blogs,,,3246,248,,,0,12,https://i.ytimg.com/vi/UCD-IL8ZgyQ/mqdefault.jpg,EN
K1u1NDcDgbE,Endocrine Disrupting Chemicals - Adam Law  MD,yes,25,no,1359578392,2013-01-30 20:01:52,PSE Healthy Energy,UCUq7NbejGqjp80mMItaPbdw,Education,,,4490,37,,,0,1,https://i.ytimg.com/vi/K1u1NDcDgbE/mqdefault.jpg,EN
TokiDR3ntrg,Endocrine Disrupting Chemicals: Effects on Mothers  and Interactions with Lifestyle,yes,26,yes,1614802673,2021-03-03 20:03:53,Collaborative for Health & Environment,UCdY7qeUM25ENUzgjWp5zDDQ,People & Blogs,,,270,6,,,0,1,https://i.ytimg.com/vi/TokiDR3ntrg/mqdefault.jpg,EN
-eQseyBciO4,Testing chemicals for endocrine disruption using fewer fish,yes,27,yes,1384865860,2013-11-19 12:11:40,National Centre for the 3Rs,UCM7_BuvClBDd9xHjGSi0e1w,Science & Technology,,,1577,9,,,0,0,https://i.ytimg.com/vi/-eQseyBciO4/mqdefault.jpg,EN
zlz8HnHWYKw,How hormone-disrupting chemicals could be making us  sicker  fatter  poorer ,yes,28,yes,1546532283,2019-01-03 16:01:03,CBS News,UC8p1vwvWtl6T73JiExfWs1g,News & Politics,,en,4501,96,,,0,23,https://i.ytimg.com/vi/zlz8HnHWYKw/mqdefault.jpg,EN
d5uDDYcXntI,Endocrine disrupting chemicals explained | Breast Cancer UK,yes,29,no,1656430616,2022-06-28 15:06:56,Breast Cancer UK,UCZ8n1ZICx17aro5TfSmRSmQ,Nonprofits & Activism,en-GB,en,522,6,,,0,0,https://i.ytimg.com/vi/d5uDDYcXntI/mqdefault.jpg,EN
z0IU9DGpCaY,Are Hormone Disrupting Chemicals Affecting Your Teen?,yes,30,yes,1526628642,2018-05-18 07:05:42,The Doctors,UCjH0RBT-7QhpSgLFnPLgD0Q,Entertainment,en,en,2754,48,,,0,5,https://i.ytimg.com/vi/z0IU9DGpCaY/mqdefault.jpg,EN
VzVZ_aVobtw,Endocrine-disrupting chemicals (EDCs),yes,31,yes,1636534604,2021-11-10 08:11:44,Toxics Link,UCXeSVsJ9sjNXcpEeChqn80Q,Nonprofits & Activism,en,en-IN,5960,31,,,0,0,https://i.ytimg.com/vi/VzVZ_aVobtw/mqdefault.jpg,EN
